date,JNJ,HD,INTC,AMD,MU,NVDA,TSM
2009-12-28,19.6472,29.18,20.3,9.83,10.04,17.8,11.16
2009-12-24,19.5054,29.17,20.33,9.91,10.16,18.09,11.27
2009-12-23,19.4433,29.0,20.1,9.67,9.99,18.13,11.15
2009-12-22,19.1996,29.29,20.04,9.43,9.41,17.88,11.29
2009-12-21,19.2306,28.96,20.09,9.53,9.31,17.42,11.15
2009-12-18,18.9425,28.65,19.63,9.05,8.78,16.82,11.11
2009-12-17,19.0489,28.8,19.07,9.12,8.73,16.83,10.8
2009-12-16,19.1242,28.96,19.38,9.15,8.8,16.91,10.84
2009-12-15,19.0577,29.02,19.8,8.82,8.81,15.65,10.8
2009-12-14,18.9336,28.87,19.98,8.68,8.99,15.67,10.83
2009-12-11,18.7874,28.49,19.9,8.64,8.64,15.21,10.73
2009-12-10,18.4328,27.99,20.15,8.58,8.72,15.41,10.93
2009-12-09,18.2245,27.55,20.01,8.71,8.59,15.69,10.9
2009-12-08,18.2334,27.67,19.99,8.67,8.6,15.31,10.84
2009-12-07,18.3708,28.22,20.37,8.52,8.53,16.09,10.88
2009-12-04,18.0783,28.08,20.46,7.86,8.45,14.26,10.8
2009-12-03,17.9675,27.93,19.87,8.03,8.37,13.83,10.59
2009-12-02,17.9763,28.33,19.72,7.3,8.16,13.72,10.86
2009-12-01,17.8079,28.0,19.66,7.2,7.77,13.32,10.51
2009-11-30,17.737000000000002,27.36,19.2,7.01,7.52,13.06,10.39
2009-11-27,17.5863,27.61,19.11,6.85,7.3,12.79,10.31
2009-11-25,17.8877,27.85,19.34,7.11,7.46,13.07,10.48
2009-11-24,17.6705,27.56,19.39,6.95,7.53,12.92,10.41
2009-11-23,17.5996,27.51,19.4,7.0,7.52,13.0,10.51
2009-11-20,17.3204,27.18,19.24,6.95,7.26,12.9,10.39
2009-11-19,17.3381,27.11,19.3,7.05,7.12,12.98,10.42
2009-11-18,17.6085,27.29,20.12,7.32,7.48,13.52,10.78
2009-11-17,17.7813,26.99,20.32,6.62,7.72,13.73,10.69
2009-11-16,17.7725,27.65,20.23,6.43,7.64,13.75,10.8
2009-11-13,17.2982,27.34,19.82,6.53,7.51,13.56,10.59
2009-11-12,16.9658,27.24,19.68,6.48,7.61,13.46,10.45
2009-11-11,17.1963,27.31,19.84,5.32,7.52,13.5,10.45
2009-11-10,17.2849,26.82,19.5,5.14,7.4,13.13,10.02
2009-11-09,17.0678,26.81,19.46,5.21,7.51,13.46,9.95
2009-11-06,16.6733,26.08,18.93,5.04,7.08,13.16,9.79
2009-11-05,16.8728,25.63,18.89,4.83,7.24,12.27,9.79
2009-11-04,16.3365,24.96,18.59,4.69,6.73,11.98,9.68
2009-11-03,16.3675,25.0,18.5,4.64,6.65,12.01,9.51
2009-11-02,16.0307,25.06,19.01,4.6,6.58,12.07,9.58
2009-10-30,16.0484,25.09,19.11,4.6,6.79,11.96,9.54
2009-10-29,16.465,25.91,19.22,4.93,7.25,12.55,9.91
2009-10-28,16.1237,25.21,19.03,4.85,6.83,12.02,9.62
2009-10-27,16.7221,26.0,19.74,5.15,7.05,12.54,9.87
2009-10-26,16.5802,26.1,19.83,5.42,7.38,12.98,10.02
2009-10-23,16.8329,26.27,19.78,5.6,7.45,13.15,10.01
2009-10-22,17.0101,26.72,20.12,5.83,7.6,13.47,10.18
2009-10-21,17.1874,26.32,19.859,5.77,7.64,13.38,10.2
2009-10-20,17.2583,26.97,20.18,5.98,8.03,13.71,9.93
2009-10-19,17.1121,27.63,20.41,5.87,8.05,13.7,9.93
2009-10-16,16.7797,27.26,20.18,5.74,7.95,13.22,9.83
2009-10-15,16.9658,27.3,20.67,6.19,8.65,13.53,10.06
2009-10-14,16.7176,27.38,20.831,6.25,8.91,13.94,10.35
2009-10-13,16.6379,27.53,20.49,6.08,8.66,13.96,10.2
2009-10-12,16.6644,27.04,20.4,6.14,8.88,14.01,9.91
2009-10-09,16.4606,26.96,20.17,5.88,8.78,14.17,10.05
2009-10-08,16.3232,26.89,19.88,5.51,8.22,13.99,9.92
2009-10-07,16.0218,26.14,19.75,5.54,8.22,13.9,10.17
2009-10-06,16.1149,26.29,19.63,5.64,7.89,14.01,10.37
2009-10-05,15.9376,26.15,19.1,5.54,7.97,13.78,10.42
2009-10-02,15.5919,26.03,18.97,5.31,7.46,13.85,10.35
2009-10-01,15.8046,26.32,18.9,5.39,7.51,13.96,10.55
2009-09-30,16.2301,26.64,19.57,5.66,8.2,15.03,10.96
2009-09-29,16.2656,26.83,19.48,5.78,8.4,14.56,10.79
2009-09-28,16.0661,27.26,19.74,5.94,8.44,14.83,10.7
2009-09-25,15.8268,26.85,19.37,5.83,8.1,14.5,10.45
2009-09-24,15.7426,27.04,19.54,5.66,8.11,14.74,10.42
2009-09-23,15.9598,27.35,19.88,6.02,8.54,14.94,10.77
2009-09-22,16.1991,27.62,19.53,6.08,8.63,15.18,10.88
2009-09-21,16.0395,28.14,19.54,5.81,8.33,15.15,10.77
2009-09-18,16.2922,28.23,19.56,5.7,8.2,15.22,10.87
2009-09-17,15.9819,27.92,19.41,5.67,8.22,15.24,10.89
2009-09-16,15.8179,28.06,19.65,5.69,8.5,15.94,11.0
2009-09-15,15.4456,27.41,19.55,5.88,8.15,16.38,10.91
2009-09-14,15.224,27.51,19.36,5.72,7.92,16.05,10.79
2009-09-11,15.0822,27.34,19.51,5.68,7.87,16.317999999999998,10.93
2009-09-10,15.1841,27.53,19.76,5.38,8.13,16.47,11.13
2009-09-09,15.357000000000001,27.38,19.93,5.2,7.8,15.96,11.1
2009-09-08,15.2107,27.48,19.8,5.19,7.75,15.53,11.06
2009-09-04,14.8429,27.03,19.64,4.53,7.35,15.11,10.81
2009-09-03,14.6745,26.9,19.42,4.53,7.17,14.57,10.72
2009-09-02,14.7365,26.53,19.47,4.28,6.99,14.23,10.61
2009-09-01,14.7941,26.74,19.72,4.22,7.02,14.03,10.56
2009-08-31,15.0157,27.29,20.32,4.36,7.37,14.52,10.7
2009-08-28,15.2462,27.69,20.25,4.47,7.56,14.73,10.78
2009-08-27,15.6008,27.55,19.47,4.23,7.2,14.01,10.54
2009-08-26,15.8357,27.57,19.43,4.06,7.25,13.82,10.53
2009-08-25,15.942,27.32,19.1,4.02,7.2,13.66,10.76
2009-08-24,15.8888,27.03,18.76,4.0,7.09,13.54,10.78
2009-08-21,15.716,27.5,18.8901,3.7,7.14,13.93,10.44
2009-08-20,15.4412,26.68,18.71,3.52,6.79,13.7,10.44
2009-08-19,15.4146,26.75,18.8,3.52,6.68,13.18,10.31
2009-08-18,15.2551,26.93,18.772000000000002,3.56,6.79,13.33,10.4
2009-08-17,15.2506,26.11,18.45,3.55,6.57,12.86,10.35
2009-08-14,15.388,27.14,18.77,3.69,6.72,13.42,10.56
2009-08-13,15.4501,27.68,19.05,3.68,7.01,13.83,10.95
2009-08-12,15.3393,27.2,18.81,3.59,6.76,13.43,10.42
2009-08-11,14.9138,26.89,18.64,3.59,6.8,12.95,10.22
2009-08-10,15.0645,27.1,18.76,3.68,6.63,13.26,10.21
2009-08-07,15.1487,27.26,18.5,3.7,6.83,13.71,10.23
2009-08-06,14.7897,26.54,18.7,3.71,6.79,13.12,10.16
2009-08-05,14.8429,26.33,18.86,3.75,6.74,13.4,10.28
2009-08-04,15.029000000000002,26.29,19.32,3.76,6.76,13.37,10.47
2009-08-03,14.9714,26.32,19.37,3.74,6.77,13.28,10.58
2009-07-31,14.67,25.94,19.25,3.66,6.39,12.93,10.47
2009-07-30,14.6567,25.85,19.33,3.66,6.16,12.88,10.77
2009-07-29,14.5016,25.39,19.4,3.71,6.18,12.78,10.1
2009-07-28,14.7631,25.39,19.37,3.77,6.4,13.04,10.24
2009-07-27,14.7808,25.16,19.47,3.8,6.33,13.02,10.29
2009-07-24,14.7409,25.32,19.36,3.77,6.27,12.96,10.29
2009-07-23,14.5326,25.28,19.48,3.59,6.2,13.0,10.32
2009-07-22,14.0983,24.77,19.14,3.55,6.16,12.27,10.32
2009-07-21,13.9387,24.46,18.9,4.08,5.85,11.97,9.87
2009-07-20,13.7083,24.8,18.9,4.17,5.89,12.22,10.06
2009-07-17,13.5842,24.67,18.79,4.0,5.75,12.07,9.93
2009-07-16,13.4158,24.4,18.5,3.92,5.75,11.73,9.85
2009-07-15,13.2385,24.08,18.05,3.86,5.58,11.15,9.79
2009-07-14,12.8795,23.68,16.83,3.55,5.32,10.71,9.7711
2009-07-13,12.8884,23.11,16.49,3.56,5.21,10.49,9.6418
2009-07-10,12.6313,22.52,16.04,3.49,5.08,10.37,9.6318
2009-07-09,12.5294,22.68,16.02,3.48,5.04,10.33,9.4129
2009-07-08,12.3698,22.66,15.94,3.36,4.72,10.11,9.1343
2009-07-07,12.5648,22.4,16.25,3.43,4.7,10.09,9.1542
2009-07-06,12.9548,22.88,16.54,3.55,4.89,10.55,9.3035
2009-07-02,12.8795,22.81,16.72,3.78,4.96,10.9,9.3234
2009-07-01,13.3759,23.71,17.04,3.91,5.18,11.34,9.392999999999999
2009-06-30,13.0701,23.63,16.55,3.87,5.06,11.29,9.3632
2009-06-29,13.0523,23.87,16.38,3.72,5.11,11.57,9.5025
2009-06-26,12.8573,23.61,16.29,3.62,5.1,11.57,9.5224
2009-06-25,12.9859,23.57,16.31,3.64,5.3,11.42,9.5721
2009-06-24,12.4673,22.68,16.1,3.66,5.14,10.85,9.4925
2009-06-23,12.4274,22.88,15.81,3.55,4.85,10.5,9.193999999999999
2009-06-22,12.5471,23.25,15.68,3.62,5.02,10.55,9.0348
2009-06-19,12.9726,23.52,16.01,3.87,5.33,11.18,9.1841
2009-06-18,12.9859,23.35,15.87,3.85,5.26,11.06,9.2537
2009-06-17,12.8618,23.65,16.14,4.08,5.3,11.28,9.1741
2009-06-16,12.9105,23.2,15.86,4.13,5.2,11.01,9.0746
2009-06-15,13.1277,23.85,15.98,4.26,5.32,11.32,9.4129
2009-06-12,13.2961,24.15,16.31,4.47,5.47,11.51,9.99
2009-06-11,13.4468,24.23,16.35,4.7,5.59,11.57,10.4776
2009-06-10,13.1365,24.39,16.46,4.82,5.86,11.72,10.3881
2009-06-09,13.1233,24.35,16.42,4.75,5.58,11.36,10.4677
2009-06-08,13.203,24.56,15.92,4.61,5.3,10.77,10.1592
2009-06-05,13.0878,24.17,15.92,4.63,5.3,10.83,10.1891
2009-06-04,13.1233,24.57,16.13,4.65,5.5,10.89,10.2388
2009-06-03,12.9593,24.37,15.94,4.48,4.97,10.51,10.3284
2009-06-02,13.2252,24.5,16.19,4.56,5.07,10.85,10.8259
2009-06-01,13.305,24.16,16.5,4.73,5.32,10.94,11.4328
2009-05-29,12.9859,23.16,15.72,4.54,5.06,10.43,10.8856
2009-05-28,12.5914,22.7,15.72,4.7,4.86,10.51,11.0846
2009-05-27,12.3255,23.33,15.46,4.71,4.77,10.37,10.8657
2009-05-26,12.5692,23.8,15.48,4.53,4.65,10.35,10.7065
2009-05-22,12.0862,22.86,15.05,4.26,4.51,9.82,10.4776
2009-05-21,12.1571,22.89,15.18,4.34,4.58,9.67,10.3582
2009-05-20,12.3299,23.83,15.58,4.5,4.8,9.73,10.4677
2009-05-19,12.3875,24.63,15.65,4.39,4.85,9.45,10.5871
2009-05-18,12.1925,26.02,15.52,4.14,4.68,9.27,10.4975
2009-05-15,11.7316,24.4,15.19,4.01,4.24,8.74,9.9701
2009-05-14,11.9665,24.53,15.54,4.24,4.55,8.52,10.2488
